Redshift Table,Databricks Table
prod_staging_gainsight.gainsight_task,staging.gainsight.gainsight_task
prod_staging_gainsight.gainsight_task_snapshot,staging.gainsight.gainsight_task_snapshot
prod_staging_gainsight.gainsight_user,staging.gainsight.gainsight_user
prod_staging_gainsight.success_plan,staging.gainsight.success_plan
prod_staging_gainsight.success_plan_snapshot,staging.gainsight.success_plan_snapshot
prod_staging_google_ads.google_ads_accounts,staging.google_ads.google_ads_accounts
prod_staging_google_ads.google_ads_ad_groups,staging.google_ads.google_ads_ad_groups
prod_staging_google_ads.google_ads_ad_stats,staging.google_ads.google_ads_ad_stats
prod_staging_google_ads.google_ads_ads,staging.google_ads.google_ads_ads
prod_staging_google_ads.google_ads_campaigns,staging.google_ads.google_ads_campaigns
prod_staging_google_ads.google_ads_landing_page,staging.google_ads.google_ads_landing_page
prod_staging_google_analytics.ga4_events,standardized.common.ga4_events
prod_staging_google_analytics.ga4_events,staging.google_analytics.ga4_events
prod_staging_infrastructure.infrastructure_location,standardized.common.infrastructure_location
prod_staging_infrastructure.infrastructure_location,staging.infrastructure.infrastructure_location
prod_staging_infrastructure.metis_instance,staging.infrastructure.metis_instance
prod_staging_jira.jira_changelogs,staging.jira.jira_changelogs
prod_staging_jira.jira_changelogs_items,staging.jira.jira_changelogs_items
prod_staging_jira.jira_ticket,staging.jira.jira_ticket
prod_staging_jira.jira_ticket,standardized.common.jira_ticket
prod_staging_linkedin_ads.linkedin_ads_campaign_group,staging.linkedin_ads.linkedin_ads_campaign_group
prod_staging_linkedin_ads.linkedin_ads_campaigns,staging.linkedin_ads.linkedin_ads_campaigns
prod_staging_linkedin_ads.linkedin_ads_carousel_card,staging.linkedin_ads.linkedin_ads_carousel_card
prod_staging_linkedin_ads.linkedin_ads_content,staging.linkedin_ads.linkedin_ads_content
prod_staging_linkedin_ads.linkedin_ads_creative_performance,staging.linkedin_ads.linkedin_ads_creative_performance
prod_staging_linkedin_ads.linkedin_ads_creatives,staging.linkedin_ads.linkedin_ads_creatives
prod_staging_linkedin_ads.linkedin_ads_post,staging.linkedin_ads.linkedin_ads_post
prod_staging_pigment.pigment_account_executive_sales_quota,staging.pigment.pigment_account_executive_sales_quota
prod_staging_product.recommend_model_run_metadata,standardized.common.recommend_model_run_metadata
prod_staging_product.recommend_model_run_metadata,staging.product.recommend_model_run_metadata
prod_staging_realm_b2b.realm_b2b_ad_performance,staging.realm_b2b.realm_b2b_ad_performance
prod_staging_revenue.invoice_entry,staging.revenue.invoice_entry
prod_staging_revenue.invoice_entry,standardized.common.invoice_entry
prod_staging_rollworks.rollworks_ad_groups,staging.rollworks.rollworks_ad_groups
prod_staging_rollworks.rollworks_ad_performance,staging.rollworks.rollworks_ad_performance
prod_staging_rollworks.rollworks_ads,staging.rollworks.rollworks_ads
prod_staging_rollworks.rollworks_campaigns,staging.rollworks.rollworks_campaigns
prod_staging_salesforce.algolia_app,staging.salesforce.algolia_app
prod_staging_salesforce.sales_subscriptions,staging.salesforce.sales_subscriptions
prod_staging_salesforce.salesforce_academy_registration,staging.salesforce.salesforce_academy_registration
prod_staging_salesforce.salesforce_account,staging.salesforce.salesforce_account
prod_staging_salesforce.salesforce_account_history,staging.salesforce.salesforce_account_history
prod_staging_salesforce.salesforce_account_snapshot,staging.salesforce.salesforce_account_snapshot
prod_staging_salesforce.salesforce_campaign,staging.salesforce.salesforce_campaign
prod_staging_salesforce.salesforce_campaign_member,staging.salesforce.salesforce_campaign_member
prod_staging_salesforce.salesforce_case,staging.salesforce.salesforce_case
prod_staging_salesforce.salesforce_case,standardized.common.salesforce_case
prod_staging_salesforce.salesforce_case_history,staging.salesforce.salesforce_case_history
prod_staging_salesforce.salesforce_contact,staging.salesforce.salesforce_contact
prod_staging_salesforce.salesforce_contract,staging.salesforce.salesforce_contract
prod_staging_salesforce.salesforce_contract,standardized.common.salesforce_contract
prod_staging_salesforce.salesforce_contract_history,staging.salesforce.salesforce_contract_history
prod_staging_salesforce.salesforce_event,staging.salesforce.salesforce_event
prod_staging_salesforce.salesforce_gap,staging.salesforce.salesforce_gap
prod_staging_salesforce.salesforce_lead,staging.salesforce.salesforce_lead
prod_staging_salesforce.salesforce_legacy_opportunity_snapshot,staging.salesforce.salesforce_legacy_opportunity_snapshot
prod_staging_salesforce.salesforce_opportunity,staging.salesforce.salesforce_opportunity
prod_staging_salesforce.salesforce_opportunity,standardized.common.salesforce_opportunity
prod_staging_salesforce.salesforce_opportunity_history,staging.salesforce.salesforce_opportunity_history
prod_staging_salesforce.salesforce_opportunity_line_item,staging.salesforce.salesforce_opportunity_line_item
prod_staging_salesforce.salesforce_opportunity_snapshot,staging.salesforce.salesforce_opportunity_snapshot
prod_staging_salesforce.salesforce_opportunity_split,staging.salesforce.salesforce_opportunity_split
prod_staging_salesforce.salesforce_pricebook,staging.salesforce.salesforce_pricebook
prod_staging_salesforce.salesforce_pricebook,standardized.common.salesforce_pricebook
prod_staging_salesforce.salesforce_pricebook_entry,staging.salesforce.salesforce_pricebook_entry
prod_staging_salesforce.salesforce_product,staging.salesforce.salesforce_product
prod_staging_salesforce.salesforce_product_gap,staging.salesforce.salesforce_product_gap
prod_staging_salesforce.salesforce_quote,staging.salesforce.salesforce_quote
prod_staging_salesforce.salesforce_quote_line,staging.salesforce.salesforce_quote_line
prod_staging_salesforce.salesforce_task,staging.salesforce.salesforce_task
prod_staging_salesforce.salesforce_user,standardized.common.salesforce_user
prod_staging_salesforce.salesforce_user,staging.salesforce.salesforce_user
prod_staging_salesforce.salesforce_user_role,staging.salesforce.salesforce_user_role
prod_staging_salesforce.salesforce_workamp_academy_certification,staging.salesforce.salesforce_workamp_academy_certification
prod_staging_salesforce.salesforce_xdr_meeting,staging.salesforce.salesforce_xdr_meeting
prod_staging_search.slg_search_aggregate,staging.search.slg_search_aggregate
prod_staging_segment.blog_pages,staging.segment.blog_pages
prod_staging_segment.dashboard_backend_pages,staging.segment.dashboard_backend_pages
prod_staging_segment.dashboard_frontend_pages,staging.segment.dashboard_frontend_pages
prod_staging_segment.documentation_pages,staging.segment.documentation_pages
prod_staging_segment.pages,staging.segment.pages
prod_staging_toggl.toggl_client,staging.toggl.toggl_client
prod_staging_toggl.toggl_project,staging.toggl.toggl_project
prod_staging_toggl.toggl_project_entry,staging.toggl.toggl_project_entry
prod_staging_twitter_ads.twitter_ads_campaign,staging.twitter_ads.twitter_ads_campaign
prod_staging_twitter_ads.twitter_ads_card,staging.twitter_ads.twitter_ads_card
prod_staging_twitter_ads.twitter_ads_card_component,staging.twitter_ads.twitter_ads_card_component
prod_staging_twitter_ads.twitter_ads_funding_instrument,staging.twitter_ads.twitter_ads_funding_instrument
prod_staging_twitter_ads.twitter_ads_line_item,staging.twitter_ads.twitter_ads_line_item
prod_staging_twitter_ads.twitter_ads_line_item_performance,staging.twitter_ads.twitter_ads_line_item_performance
prod_staging_twitter_ads.twitter_ads_media_creative_performance,staging.twitter_ads.twitter_ads_media_creative_performance
prod_staging_twitter_ads.twitter_ads_media_creatives,staging.twitter_ads.twitter_ads_media_creatives
prod_staging_twitter_ads.twitter_ads_promoted_account,staging.twitter_ads.twitter_ads_promoted_account
prod_staging_twitter_ads.twitter_ads_promoted_account_performance,staging.twitter_ads.twitter_ads_promoted_account_performance
prod_staging_twitter_ads.twitter_ads_promoted_tweet,staging.twitter_ads.twitter_ads_promoted_tweet
prod_staging_twitter_ads.twitter_ads_promoted_tweet_performance,staging.twitter_ads.twitter_ads_promoted_tweet_performance
prod_staging_twitter_ads.twitter_ads_tweet,staging.twitter_ads.twitter_ads_tweet
prod_staging_twitter_ads.twitter_ads_tweet_url,staging.twitter_ads.twitter_ads_tweet_url
prod_staging_usage.user_agent_index_daily,standardized.common.user_agent_index_daily
prod_staging_usage.user_agent_index_daily,staging.usage.user_agent_index_daily
prod_staging_zendesk.zendesk_groups,staging.zendesk.zendesk_groups
prod_staging_zendesk.zendesk_organizations,staging.zendesk.zendesk_organizations
prod_staging_zendesk.zendesk_ticket_comments,staging.zendesk.zendesk_ticket_comments
prod_staging_zendesk.zendesk_ticket_fields,staging.zendesk.zendesk_ticket_fields
prod_staging_zendesk.zendesk_ticket_metrics,staging.zendesk.zendesk_ticket_metrics
prod_staging_zendesk.zendesk_tickets,staging.zendesk.zendesk_tickets
prod_staging_zendesk.zendesk_tickets_custom_fields,staging.zendesk.zendesk_tickets_custom_fields
prod_staging_zendesk.zendesk_tickets_tags,staging.zendesk.zendesk_tickets_tags
prod_staging_zendesk.zendesk_users,staging.zendesk.zendesk_users
prod_application.active_api_clients,data_engineering_staging.application.active_api_clients
prod_application.active_domain_names,data_engineering_staging.application.active_domain_names
prod_application.active_indices,data_engineering_staging.application.active_indices
prod_application.active_user_agents,data_engineering_staging.application.active_user_agents
prod_application.clusters,data_engineering_staging.application.clusters
prod_application.current_relevance_configurations,data_engineering_staging.application.current_relevance_configurations
prod_application.daily_api_client_insights_usages,data_engineering_staging.application.daily_api_client_insights_usages
prod_application.daily_api_client_usages,data_engineering_staging.application.daily_api_client_usages
prod_application.daily_domain_name_insights_usages,data_engineering_staging.application.daily_domain_name_insights_usages
prod_application.daily_domain_name_usages,data_engineering_staging.application.daily_domain_name_usages
prod_application.daily_index_and_user_agent_insights_usages,data_engineering_staging.application.daily_index_and_user_agent_insights_usages
prod_application.daily_index_and_user_agent_usages,data_engineering_staging.application.daily_index_and_user_agent_insights_usages
prod_application.daily_index_insights_usages,data_engineering_staging.application.daily_index_insights_usages
prod_application.daily_index_usages,data_engineering_staging.application.daily_index_usages
prod_application.daily_plans,data_engineering_staging.application.daily_plans
prod_application.daily_query_rule_usages,data_engineering_staging.application.daily_query_rule_usages
prod_application.daily_relevance_configurations,data_engineering_staging.application.daily_relevance_configurations
prod_application.daily_user_agent_insights_usages,data_engineering_staging.application.daily_index_and_user_agent_insights_usages
prod_application.daily_user_agent_usages,data_engineering_staging.application.daily_user_agent_usages
prod_application.first_operations_timestamps,data_engineering_staging.application.first_operations_timestamps
prod_application.parent_child_relationships,data_engineering_staging.application.parent_child_relationships
prod_product.current_adoptions,data_engineering_staging.product.current_adoptions
prod_product.daily_adoptions,data_engineering_staging.product.daily_adoptions
prod_product.daily_adoptions_ab_testing,data_engineering_staging.product.daily_adoptions_ab_testing
prod_product.daily_adoptions_analytics_api,data_engineering_staging.product.daily_adoptions_analytics_api
prod_product.daily_adoptions_analytics_dashboard,data_engineering_staging.product.daily_adoptions_analytics_dashboard
prod_product.daily_adoptions_answers,data_engineering_staging.product.daily_adoptions_answers
prod_product.daily_adoptions_custom_dictionaries,data_engineering_staging.product.daily_adoptions_custom_dictionaries
prod_product.daily_adoptions_custom_ranking,data_engineering_staging.product.daily_adoptions_custom_ranking
prod_product.daily_adoptions_distributed_search_network,data_engineering_staging.product.daily_adoptions_distributed_search_network
prod_product.daily_adoptions_dynamic_reranking,data_engineering_staging.product.daily_adoptions_dynamic_reranking
prod_product.daily_adoptions_dynamic_synonyms_suggestions,data_engineering_staging.product.daily_adoptions_dynamic_synonyms_suggestions
prod_product.daily_adoptions_facet_display,data_engineering_staging.product.daily_adoptions_facet_display
prod_product.daily_adoptions_facet_filters,data_engineering_staging.product.daily_adoptions_facet_filters
prod_product.daily_adoptions_insight_api_clicks,data_engineering_staging.product.daily_adoptions_insight_api_clicks
prod_product.daily_adoptions_insight_api_conversions,data_engineering_staging.product.daily_adoptions_insight_api_conversions
prod_product.daily_adoptions_integration_autocomplete,data_engineering_staging.product.daily_adoptions_integration_autocomplete
